energy,tempo,danceability,playlist_genre,loudness,liveness,valence,track_artist,time_signature,speechiness,track_popularity,track_href,uri,track_album_name,playlist_name,analysis_url,track_id,track_name,track_album_release_date,instrumentalness,track_album_id,mode,key,duration_ms,acousticness,id,playlist_subgenre,type,playlist_id
0.96,130.118,0.863,brazilian,-1.458,0.0853,0.586,"DENNIS, MC Kevin o Chris",4,0.0492,71,https://api.spotify.com/v1/tracks/0fABszUFNbNq9IW503Gj8v,spotify:track:0fABszUFNbNq9IW503Gj8v,Tá OK,Brazilian Funk,https://api.spotify.com/v1/audio-analysis/0fABszUFNbNq9IW503Gj8v,0fABszUFNbNq9IW503Gj8v,Tá OK,2023-05-04,0.00526,41iAYv4hU3BL86F0sOTvqp,1,11,92093,0.497,0fABszUFNbNq9IW503Gj8v,funk,audio_features,6G1N7RXO7gOGfFKlRyjl8G
0.907,117.054,0.863,brazilian,-5.077,0.182,0.304,Ichiss,4,0.295,72,https://api.spotify.com/v1/tracks/1Xvs6IKi0O1PWYzzIwxR2Q,spotify:track:1Xvs6IKi0O1PWYzzIwxR2Q,WHINE IN BRAZIL FUNK,Brazilian Funk,https://api.spotify.com/v1/audio-analysis/1Xvs6IKi0O1PWYzzIwxR2Q,1Xvs6IKi0O1PWYzzIwxR2Q,WHINE IN BRAZIL FUNK,2024-07-09,0.000813,6tuTOSJX2SjH8JBsh5uM30,0,4,107971,0.0683,1Xvs6IKi0O1PWYzzIwxR2Q,funk,audio_features,6G1N7RXO7gOGfFKlRyjl8G
0.59,86.429,0.711,brazilian,-5.967,0.0798,0.702,"Tropa do Bruxo, SMU, Dj Vitin do Pc, MC JF, MC NAHARA",5,0.271,70,https://api.spotify.com/v1/tracks/24R0oyjvhV4HIFFvoK3XkP,spotify:track:24R0oyjvhV4HIFFvoK3XkP,Baile do Bruxo (DELUXE),Brazilian Funk,https://api.spotify.com/v1/audio-analysis/24R0oyjvhV4HIFFvoK3XkP,24R0oyjvhV4HIFFvoK3XkP,TUMBÁTUM,2023-12-22,1.83e-06,0S3pM5Z9LfLBU6IdYFJxiA,0,6,121384,0.26,24R0oyjvhV4HIFFvoK3XkP,funk,audio_features,6G1N7RXO7gOGfFKlRyjl8G
0.327,90.025,0.707,turkish,-17.176,0.155,0.181,Semicenk,4,0.0687,75,https://api.spotify.com/v1/tracks/38d47UiHhyu4wdbPYz0ZUB,spotify:track:38d47UiHhyu4wdbPYz0ZUB,Geçiyor Zaman,Turkish Pop,https://api.spotify.com/v1/audio-analysis/38d47UiHhyu4wdbPYz0ZUB,38d47UiHhyu4wdbPYz0ZUB,Onlar Anlamaz Halden,2024-08-09,0.0148,0flBR9Gz8N0UXPplEbrP1p,0,0,176000,0.185,38d47UiHhyu4wdbPYz0ZUB,pop,audio_features,5d29bl04zUgpD8rxNJO4os
0.729,98.022,0.629,turkish,-5.235,0.253,0.427,Semicenk,4,0.0379,75,https://api.spotify.com/v1/tracks/3ma4Ef3Bnl3UBOV4ShiMLX,spotify:track:3ma4Ef3Bnl3UBOV4ShiMLX,Geçiyor Zaman,Turkish Pop,https://api.spotify.com/v1/audio-analysis/3ma4Ef3Bnl3UBOV4ShiMLX,3ma4Ef3Bnl3UBOV4ShiMLX,Geçiyor Zaman,2024-08-09,7.75e-05,0flBR9Gz8N0UXPplEbrP1p,0,7,154286,0.431,3ma4Ef3Bnl3UBOV4ShiMLX,pop,audio_features,5d29bl04zUgpD8rxNJO4os
0.656,120.001,0.685,turkish,-8.028,0.318,0.556,Semicenk,4,0.0411,70,https://api.spotify.com/v1/tracks/2crO2eSwgjOoAanagD2sFc,spotify:track:2crO2eSwgjOoAanagD2sFc,Geçiyor Zaman,Turkish Pop,https://api.spotify.com/v1/audio-analysis/2crO2eSwgjOoAanagD2sFc,2crO2eSwgjOoAanagD2sFc,Kader Sağ Olsun,2024-08-09,0,0flBR9Gz8N0UXPplEbrP1p,0,7,172000,0.702,2crO2eSwgjOoAanagD2sFc,pop,audio_features,5d29bl04zUgpD8rxNJO4os
0.606,95.056,0.831,turkish,-4.84,0.0973,0.883,"Semicenk, Doğu Swag",4,0.0626,72,https://api.spotify.com/v1/tracks/2CZzw0He9fzyi2FkBkn4Bk,spotify:track:2CZzw0He9fzyi2FkBkn4Bk,Küle Dönmüşsün,Turkish Pop,https://api.spotify.com/v1/audio-analysis/2CZzw0He9fzyi2FkBkn4Bk,2CZzw0He9fzyi2FkBkn4Bk,Küle Dönmüşsün,2024-06-14,1.04e-06,69XrCiTVTxzFDxvk6RorEG,0,8,146526,0.684,2CZzw0He9fzyi2FkBkn4Bk,pop,audio_features,5d29bl04zUgpD8rxNJO4os
0.914,108.02,0.726,turkish,-4.226,0.54,0.839,Simge,4,0.0802,74,https://api.spotify.com/v1/tracks/28Aau4tlztDlgKJQXrWhZR,spotify:track:28Aau4tlztDlgKJQXrWhZR,Önümüz Yaz,Turkish Pop,https://api.spotify.com/v1/audio-analysis/28Aau4tlztDlgKJQXrWhZR,28Aau4tlztDlgKJQXrWhZR,Önümüz Yaz,2024-06-21,0,1RQR6pJby9qvranN8SuM1v,1,7,181518,0.0758,28Aau4tlztDlgKJQXrWhZR,pop,audio_features,5d29bl04zUgpD8rxNJO4os
0.724,78.753,0.536,turkish,-6.84,0.116,0.587,"Ebru Yaşar, Siyam, Zeyd",4,0.152,68,https://api.spotify.com/v1/tracks/30kd9r9pbMn6bs6CKyFOCu,spotify:track:30kd9r9pbMn6bs6CKyFOCu,Yine Çalıyor,Turkish Pop,https://api.spotify.com/v1/audio-analysis/30kd9r9pbMn6bs6CKyFOCu,30kd9r9pbMn6bs6CKyFOCu,Kafamın İçi,2024-05-22,0,2d3z7xdD9R3sAKueFrV2jp,0,9,142000,0.748,30kd9r9pbMn6bs6CKyFOCu,pop,audio_features,5d29bl04zUgpD8rxNJO4os
0.622,204.028,0.406,turkish,-7.647,0.309,0.567,Zeynep Bastık,4,0.0648,69,https://api.spotify.com/v1/tracks/1whKKdtCiFjN7MW7DrIRUH,spotify:track:1whKKdtCiFjN7MW7DrIRUH,Lan,Turkish Pop,https://api.spotify.com/v1/audio-analysis/1whKKdtCiFjN7MW7DrIRUH,1whKKdtCiFjN7MW7DrIRUH,Lan,2024-03-08,1.35e-05,1LvnmkkATPS4wBrEPMec26,0,3,196075,0.497,1whKKdtCiFjN7MW7DrIRUH,pop,audio_features,5d29bl04zUgpD8rxNJO4os
0.538,141.894,0.52,hip-hop,-8.109,0.119,0.177,Mac Miller,4,0.206,73,https://api.spotify.com/v1/tracks/5bJ1DrEM4hNCafcDd1oxHx,spotify:track:5bJ1DrEM4hNCafcDd1oxHx,Swimming,Chill Hop,https://api.spotify.com/v1/audio-analysis/5bJ1DrEM4hNCafcDd1oxHx,5bJ1DrEM4hNCafcDd1oxHx,Self Care,2018-08-03,0.00187,5wtE5aLX5r7jOosmPhJhhk,1,1,345133,0.367,5bJ1DrEM4hNCafcDd1oxHx,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.586,130.012,0.891,hip-hop,-4.665,0.213,0.954,Aaron May,4,0.121,75,https://api.spotify.com/v1/tracks/3RKLJPyyMZfwebsePAzqjL,spotify:track:3RKLJPyyMZfwebsePAzqjL,CHASE,Chill Hop,https://api.spotify.com/v1/audio-analysis/3RKLJPyyMZfwebsePAzqjL,3RKLJPyyMZfwebsePAzqjL,"I'm Good Luv, Enjoy.",2019-02-28,0,2755rVbg8SJCsmTe0FQTLa,1,11,134548,0.0833,3RKLJPyyMZfwebsePAzqjL,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.722,119.973,0.769,hip-hop,-5.485,0.111,0.57,"The Weeknd, Playboi Carti",4,0.0507,92,https://api.spotify.com/v1/tracks/1Es7AUAhQvapIcoh3qMKDL,spotify:track:1Es7AUAhQvapIcoh3qMKDL,Timeless,Chill Hop,https://api.spotify.com/v1/audio-analysis/1Es7AUAhQvapIcoh3qMKDL,1Es7AUAhQvapIcoh3qMKDL,Timeless (with Playboi Carti),2024-09-27,2.56e-06,2IRxVVqbSbqHJo8Zx50LYn,0,11,256000,0.0584,1Es7AUAhQvapIcoh3qMKDL,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.84,95.416,0.856,hip-hop,-7.736,0.0773,0.792,"MF DOOM, Pebbles The Invisible Girl",4,0.334,72,https://api.spotify.com/v1/tracks/7EQvdUJqZ2i7SWvSB2VqGA,spotify:track:7EQvdUJqZ2i7SWvSB2VqGA,Operation: Doomsday (Complete),Chill Hop,https://api.spotify.com/v1/audio-analysis/7EQvdUJqZ2i7SWvSB2VqGA,7EQvdUJqZ2i7SWvSB2VqGA,Doomsday,1999-10-19,0,5bjUbZPVTEQcb6W3LquX1E,0,6,298053,0.0973,7EQvdUJqZ2i7SWvSB2VqGA,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.818,97.571,0.373,hip-hop,-3.19,0.434,0.361,"Tyler, The Creator, Teezo Touchdown",4,0.102,87,https://api.spotify.com/v1/tracks/0VaeksJaXy5R1nvcTMh3Xk,spotify:track:0VaeksJaXy5R1nvcTMh3Xk,CHROMAKOPIA,Chill Hop,https://api.spotify.com/v1/audio-analysis/0VaeksJaXy5R1nvcTMh3Xk,0VaeksJaXy5R1nvcTMh3Xk,"Darling, I (feat. Teezo Touchdown)",2024-10-28,0,0U28P0QVB1QRxpqp5IHOlH,0,3,253834,0.36,0VaeksJaXy5R1nvcTMh3Xk,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.803,67.536,0.284,hip-hop,-5.293,0.242,0.553,"A$AP Rocky, Joe Fox, Kanye West",4,0.173,72,https://api.spotify.com/v1/tracks/2gAGWaK4wvt2xrFUlR4mK8,spotify:track:2gAGWaK4wvt2xrFUlR4mK8,AT.LONG.LAST.A$AP,Chill Hop,https://api.spotify.com/v1/audio-analysis/2gAGWaK4wvt2xrFUlR4mK8,2gAGWaK4wvt2xrFUlR4mK8,Jukebox Joints (feat. Joe Fox & Kanye West),2015-05-26,0,3arNdjotCvtiiLFfjKngMc,0,2,323960,0.302,2gAGWaK4wvt2xrFUlR4mK8,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.86,76.54,0.575,hip-hop,-3.165,0.0973,0.834,Lil Yachty,1,0.23,72,https://api.spotify.com/v1/tracks/1Y1jtaZOJYgXBl7lKdLc9o,spotify:track:1Y1jtaZOJYgXBl7lKdLc9o,A Cold Sunday,Chill Hop,https://api.spotify.com/v1/audio-analysis/1Y1jtaZOJYgXBl7lKdLc9o,1Y1jtaZOJYgXBl7lKdLc9o,A Cold Sunday,2024-02-02,0,4peDphjWdwzhrTEnQbfZ4G,0,9,107314,0.298,1Y1jtaZOJYgXBl7lKdLc9o,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.579,84.143,0.562,hip-hop,-6.788,0.102,0.577,"XXXTENTACION, Joey Bada$$",4,0.484,70,https://api.spotify.com/v1/tracks/7J2gyNghNTzl4EsLhXp01Q,spotify:track:7J2gyNghNTzl4EsLhXp01Q,?,Chill Hop,https://api.spotify.com/v1/audio-analysis/7J2gyNghNTzl4EsLhXp01Q,7J2gyNghNTzl4EsLhXp01Q,infinity (888) - feat. Joey Bada$$,2018-03-16,0,2Ti79nwTsont5ZHfdxIzAm,0,10,176591,0.274,7J2gyNghNTzl4EsLhXp01Q,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.621,119.043,0.455,hip-hop,-7.694,0.123,0.28,Travis Scott,4,0.0517,82,https://api.spotify.com/v1/tracks/4kjI1gwQZRKNDkw1nI475M,spotify:track:4kjI1gwQZRKNDkw1nI475M,UTOPIA,Chill Hop,https://api.spotify.com/v1/audio-analysis/4kjI1gwQZRKNDkw1nI475M,4kjI1gwQZRKNDkw1nI475M,MY EYES,2023-07-28,2.59e-06,18NOKLkZETa4sWwLMIm0UZ,0,0,251250,0.651,4kjI1gwQZRKNDkw1nI475M,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.76,80.082,0.435,hip-hop,-4.935,0.158,0.206,"Kanye West, Rick Ross",4,0.0721,76,https://api.spotify.com/v1/tracks/1UGD3lW3tDmgZfAVDh6w7r,spotify:track:1UGD3lW3tDmgZfAVDh6w7r,My Beautiful Dark Twisted Fantasy,Chill Hop,https://api.spotify.com/v1/audio-analysis/1UGD3lW3tDmgZfAVDh6w7r,1UGD3lW3tDmgZfAVDh6w7r,Devil In A New Dress,2010-11-22,0,20r762YmB5HeofjMCiPMLv,0,8,351947,0.0175,1UGD3lW3tDmgZfAVDh6w7r,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.638,82.81,0.677,hip-hop,-8.631,0.193,0.435,J. Cole,4,0.333,73,https://api.spotify.com/v1/tracks/2e3Ea0o24lReQFR4FA7yXH,spotify:track:2e3Ea0o24lReQFR4FA7yXH,2014 Forest Hills Drive,Chill Hop,https://api.spotify.com/v1/audio-analysis/2e3Ea0o24lReQFR4FA7yXH,2e3Ea0o24lReQFR4FA7yXH,Love Yourz,2014-12-09,0,0UMMIkurRUmkruZ3KGBLtG,1,8,211497,0.589,2e3Ea0o24lReQFR4FA7yXH,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.498,81.958,0.665,hip-hop,-8.185,0.0757,0.127,Post Malone,4,0.083,72,https://api.spotify.com/v1/tracks/5yuShbu70mtHXY0yLzCQLQ,spotify:track:5yuShbu70mtHXY0yLzCQLQ,Stoney (Deluxe),Chill Hop,https://api.spotify.com/v1/audio-analysis/5yuShbu70mtHXY0yLzCQLQ,5yuShbu70mtHXY0yLzCQLQ,Go Flex,2016-12-09,0,5s0rmjP8XOPhP6HhqOhuyC,1,5,179613,0.23,5yuShbu70mtHXY0yLzCQLQ,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.441,135.028,0.942,hip-hop,-11.448,0.138,0.925,Sainté,4,0.469,68,https://api.spotify.com/v1/tracks/7dbyaRWWFvB9UG2vcwTd3J,spotify:track:7dbyaRWWFvB9UG2vcwTd3J,Local Mvp,Chill Hop,https://api.spotify.com/v1/audio-analysis/7dbyaRWWFvB9UG2vcwTd3J,7dbyaRWWFvB9UG2vcwTd3J,Champagne Shots,2021-01-06,0,02gUzFCFgKdsj8p1KcnASN,1,11,144000,0.493,7dbyaRWWFvB9UG2vcwTd3J,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.421,95.977,0.852,hip-hop,-9.153,0.106,0.457,Kendrick Lamar,4,0.208,73,https://api.spotify.com/v1/tracks/1QPreu0BNOrUfEb8HTd2qG,spotify:track:1QPreu0BNOrUfEb8HTd2qG,Mr. Morale & The Big Steppers,Chill Hop,https://api.spotify.com/v1/audio-analysis/1QPreu0BNOrUfEb8HTd2qG,1QPreu0BNOrUfEb8HTd2qG,Rich Spirit,2022-05-13,2.28e-06,79ONNoS4M9tfIA1mYLBYVX,0,10,202285,0.428,1QPreu0BNOrUfEb8HTd2qG,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.652,141.981,0.47,hip-hop,-9.629,0.175,0.104,"A$AP Rocky, Imogen Heap, Clams Casino",4,0.0561,84,https://api.spotify.com/v1/tracks/3ZaEs1O8BG581qYPHpQ8d6,spotify:track:3ZaEs1O8BG581qYPHpQ8d6,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),Chill Hop,https://api.spotify.com/v1/audio-analysis/3ZaEs1O8BG581qYPHpQ8d6,3ZaEs1O8BG581qYPHpQ8d6,I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino),2023-08-18,4.08e-05,3eb4GbFzAMjgoRAuuSkoLo,1,2,190286,0.0831,3ZaEs1O8BG581qYPHpQ8d6,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.574,120.013,0.669,hip-hop,-6.442,0.146,0.273,"Lil Peep, XXXTENTACION",4,0.0286,84,https://api.spotify.com/v1/tracks/4jvjzW7Hm0yK4LvvE0Paz9,spotify:track:4jvjzW7Hm0yK4LvvE0Paz9,"Come Over When You're Sober, Pt. 2",Chill Hop,https://api.spotify.com/v1/audio-analysis/4jvjzW7Hm0yK4LvvE0Paz9,4jvjzW7Hm0yK4LvvE0Paz9,Falling Down - Bonus Track,2018-11-09,0.00294,52JymrguPgkmmwLaWIusst,0,4,196400,0.0175,4jvjzW7Hm0yK4LvvE0Paz9,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.638,94.893,0.809,hip-hop,-5.646,0.453,0.608,Joey Bada$$,4,0.28,68,https://api.spotify.com/v1/tracks/7dFGkZbmm6cVlI28bfMaWE,spotify:track:7dFGkZbmm6cVlI28bfMaWE,1999,Chill Hop,https://api.spotify.com/v1/audio-analysis/7dFGkZbmm6cVlI28bfMaWE,7dFGkZbmm6cVlI28bfMaWE,Righteous Minds,2012-06-12,0,5ra51AaWF3iVebyhlZ1aqq,0,8,224043,0.262,7dFGkZbmm6cVlI28bfMaWE,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.57,129.953,0.734,hip-hop,-7.066,0.112,0.689,XXXTENTACION,4,0.133,81,https://api.spotify.com/v1/tracks/3GVkPk8mqxz0itaAriG1L7,spotify:track:3GVkPk8mqxz0itaAriG1L7,17,Chill Hop,https://api.spotify.com/v1/audio-analysis/3GVkPk8mqxz0itaAriG1L7,3GVkPk8mqxz0itaAriG1L7,Everybody Dies In Their Nightmares,2017-08-25,2.14e-05,5VdyJkLe3yvOs0l4xXbWp0,0,7,95467,0.847,3GVkPk8mqxz0itaAriG1L7,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.744,82.356,0.798,hip-hop,-5.328,0.292,0.794,Ice Cube,4,0.136,78,https://api.spotify.com/v1/tracks/2qOm7ukLyHUXWyR4ZWLwxA,spotify:track:2qOm7ukLyHUXWyR4ZWLwxA,The Predator,Chill Hop,https://api.spotify.com/v1/audio-analysis/2qOm7ukLyHUXWyR4ZWLwxA,2qOm7ukLyHUXWyR4ZWLwxA,It Was A Good Day,1992-11-17,0.000106,71HM1CMYWeZzws8pyiEn46,0,7,260000,0.33,2qOm7ukLyHUXWyR4ZWLwxA,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.653,142.347,0.493,hip-hop,-5.666,0.511,0.852,"Tyler, The Creator, YoungBoy Never Broke Again, Ty Dolla $ign",4,0.0466,73,https://api.spotify.com/v1/tracks/5B0kgjHULYJhAQkK5XsMoC,spotify:track:5B0kgjHULYJhAQkK5XsMoC,CALL ME IF YOU GET LOST,Chill Hop,https://api.spotify.com/v1/audio-analysis/5B0kgjHULYJhAQkK5XsMoC,5B0kgjHULYJhAQkK5XsMoC,WUSYANAME (feat. Youngboy Never Broke Again & Ty Dolla $ign),2021-06-25,0,45ba6QAtNrdv6Ke4MFOKk9,0,0,121573,0.269,5B0kgjHULYJhAQkK5XsMoC,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.435,120.058,0.843,hip-hop,-8.442,0.147,0.19,"Mac Miller, Miguel",4,0.178,72,https://api.spotify.com/v1/tracks/6GnhWMhgJb7uyiiPEiEkDA,spotify:track:6GnhWMhgJb7uyiiPEiEkDA,GO:OD AM,Chill Hop,https://api.spotify.com/v1/audio-analysis/6GnhWMhgJb7uyiiPEiEkDA,6GnhWMhgJb7uyiiPEiEkDA,Weekend (feat. Miguel),2015-09-18,0,2Tyx5dLhHYkx6zeAdVaTzN,1,8,208080,0.47,6GnhWMhgJb7uyiiPEiEkDA,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.636,145.972,0.837,hip-hop,-7.643,0.342,0.274,21 Savage,4,0.086,77,https://api.spotify.com/v1/tracks/2t8yVaLvJ0RenpXUIAC52d,spotify:track:2t8yVaLvJ0RenpXUIAC52d,i am > i was,Chill Hop,https://api.spotify.com/v1/audio-analysis/2t8yVaLvJ0RenpXUIAC52d,2t8yVaLvJ0RenpXUIAC52d,a lot,2018-12-21,0.00125,007DWn799UWvfY1wwZeENR,1,1,288624,0.0395,2t8yVaLvJ0RenpXUIAC52d,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.628,90.482,0.639,hip-hop,-7.578,0.386,0.43,"Kanye West, Dwele",4,0.0398,83,https://api.spotify.com/v1/tracks/5TRPicyLGbAF2LGBFbHGvO,spotify:track:5TRPicyLGbAF2LGBFbHGvO,Graduation,Chill Hop,https://api.spotify.com/v1/audio-analysis/5TRPicyLGbAF2LGBFbHGvO,5TRPicyLGbAF2LGBFbHGvO,Flashing Lights,2007-09-11,0,4SZko61aMnmgvNhfhgTuD3,0,6,237507,0.0381,5TRPicyLGbAF2LGBFbHGvO,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.354,160.037,0.741,hip-hop,-10.603,0.118,0.583,Childish Gambino,4,0.0837,78,https://api.spotify.com/v1/tracks/3vQ4T78TTMOjQXGfXVKQJo,spotify:track:3vQ4T78TTMOjQXGfXVKQJo,"""Awaken, My Love!""",Chill Hop,https://api.spotify.com/v1/audio-analysis/3vQ4T78TTMOjQXGfXVKQJo,3vQ4T78TTMOjQXGfXVKQJo,Redbone,2016-12-02,0.00577,4JCybsNZUXWrK2Jpyn12Ni,1,1,326933,0.181,3vQ4T78TTMOjQXGfXVKQJo,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.463,111.98,0.809,hip-hop,-11.377,0.109,0.364,Drake,4,0.0396,80,https://api.spotify.com/v1/tracks/5mCPDVBb16L4XQwDdbRUpz,spotify:track:5mCPDVBb16L4XQwDdbRUpz,More Life,Chill Hop,https://api.spotify.com/v1/audio-analysis/5mCPDVBb16L4XQwDdbRUpz,5mCPDVBb16L4XQwDdbRUpz,Passionfruit,2017-03-18,0.085,1lXY618HWkwYKJWBRYR4MK,1,11,298941,0.256,5mCPDVBb16L4XQwDdbRUpz,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.604,49.305,0.583,hip-hop,-8.437,0.724,0.691,"The Alchemist, Boldy James",5,0.456,68,https://api.spotify.com/v1/tracks/5467KZaTToEB680WvOd9w5,spotify:track:5467KZaTToEB680WvOd9w5,Yacht Rock 2,Chill Hop,https://api.spotify.com/v1/audio-analysis/5467KZaTToEB680WvOd9w5,5467KZaTToEB680WvOd9w5,Ocean Prime (feat. Boldy James),2019-08-30,0,1IQmCioMTatFSX6biSISx5,1,2,99907,0.735,5467KZaTToEB680WvOd9w5,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.646,176.153,0.599,hip-hop,-6.326,0.128,0.638,Joey Bada$$,4,0.337,68,https://api.spotify.com/v1/tracks/2uuJs2nltcYFh9pkKP7bW4,spotify:track:2uuJs2nltcYFh9pkKP7bW4,2000,Chill Hop,https://api.spotify.com/v1/audio-analysis/2uuJs2nltcYFh9pkKP7bW4,2uuJs2nltcYFh9pkKP7bW4,Show Me,2022-07-22,4.36e-06,261LWEVYViMXijB95mAty3,1,6,220387,0.222,2uuJs2nltcYFh9pkKP7bW4,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.251,139.999,0.746,hip-hop,-16.169,0.106,0.18,XXXTENTACION,4,0.259,84,https://api.spotify.com/v1/tracks/5TXDeTFVRVY7Cvt0Dw4vWW,spotify:track:5TXDeTFVRVY7Cvt0Dw4vWW,17,Chill Hop,https://api.spotify.com/v1/audio-analysis/5TXDeTFVRVY7Cvt0Dw4vWW,5TXDeTFVRVY7Cvt0Dw4vWW,Revenge,2017-08-25,0.00203,5VdyJkLe3yvOs0l4xXbWp0,0,11,120027,0.782,5TXDeTFVRVY7Cvt0Dw4vWW,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.734,97.044,0.918,hip-hop,-2.832,0.191,0.608,Outkast,4,0.269,70,https://api.spotify.com/v1/tracks/2vfvGlqCB7oertO5VLE0sz,spotify:track:2vfvGlqCB7oertO5VLE0sz,ATLiens,Chill Hop,https://api.spotify.com/v1/audio-analysis/2vfvGlqCB7oertO5VLE0sz,2vfvGlqCB7oertO5VLE0sz,ATLiens,1996-08-27,8.01e-06,1IaBCF26OjgYwUCEPaIyC0,0,11,230693,0.0296,2vfvGlqCB7oertO5VLE0sz,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.63,95.0,0.874,hip-hop,-3.585,0.0582,0.717,2Pac,4,0.298,74,https://api.spotify.com/v1/tracks/4AE7Lj39VnSZNOmGH2iZaq,spotify:track:4AE7Lj39VnSZNOmGH2iZaq,R U Still Down? [Remember Me],Chill Hop,https://api.spotify.com/v1/audio-analysis/4AE7Lj39VnSZNOmGH2iZaq,4AE7Lj39VnSZNOmGH2iZaq,Do For Love,1997-01-01,0.00479,7zURSbIVZ5vl3NIKkrVRvl,1,1,281600,0.0578,4AE7Lj39VnSZNOmGH2iZaq,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.506,115.994,0.848,hip-hop,-5.105,0.102,0.593,"Don Toliver, Travis Scott",4,0.0336,69,https://api.spotify.com/v1/tracks/6w9GrSUaQQIaMBYtabge7p,spotify:track:6w9GrSUaQQIaMBYtabge7p,Love Sick (Deluxe),Chill Hop,https://api.spotify.com/v1/audio-analysis/6w9GrSUaQQIaMBYtabge7p,6w9GrSUaQQIaMBYtabge7p,Embarrassed (feat. Travis Scott),2023-02-28,0,2Q2TRdT994vTzGE3Grmmht,0,4,192693,0.376,6w9GrSUaQQIaMBYtabge7p,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.747,86.918,0.67,hip-hop,-7.059,0.115,0.918,"Kanye West, Chris Martin",4,0.189,79,https://api.spotify.com/v1/tracks/4iz9lGMjU1lXS51oPmUmTe,spotify:track:4iz9lGMjU1lXS51oPmUmTe,Graduation,Chill Hop,https://api.spotify.com/v1/audio-analysis/4iz9lGMjU1lXS51oPmUmTe,4iz9lGMjU1lXS51oPmUmTe,Homecoming,2007-09-11,0,4SZko61aMnmgvNhfhgTuD3,1,1,203493,0.337,4iz9lGMjU1lXS51oPmUmTe,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.678,117.067,0.595,hip-hop,-5.18,0.418,0.259,PARTYNEXTDOOR,4,0.0335,83,https://api.spotify.com/v1/tracks/5fEB6ZmVkg63GZg9qO86jh,spotify:track:5fEB6ZmVkg63GZg9qO86jh,PARTYNEXTDOOR,Chill Hop,https://api.spotify.com/v1/audio-analysis/5fEB6ZmVkg63GZg9qO86jh,5fEB6ZmVkg63GZg9qO86jh,Break from Toronto,2013-07-01,0.00389,1q4B7r3dzzwkarZ1B9bk9e,1,9,99213,0.0199,5fEB6ZmVkg63GZg9qO86jh,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
0.52,92.869,0.747,hip-hop,-10.523,0.142,0.601,Ice Cube,4,0.0357,76,https://api.spotify.com/v1/tracks/2Ih217RCGAmyQR68Nn7Cqo,spotify:track:2Ih217RCGAmyQR68Nn7Cqo,Lethal Injection,Chill Hop,https://api.spotify.com/v1/audio-analysis/2Ih217RCGAmyQR68Nn7Cqo,2Ih217RCGAmyQR68Nn7Cqo,You Know How We Do It,1993-12-07,0.0537,7JlCbNWZszAdVKZdtHFQ5p,0,10,232773,0.0977,2Ih217RCGAmyQR68Nn7Cqo,chill,audio_features,37i9dQZF1EIf4OaZ1XTJYw
